id_periodo,anio,numero_semana,fecha_inicio,fecha_fin
948,2018,8,2018-02-25,2018-03-03
949,2018,9,2018-03-04,2018-03-10
950,2018,10,2018-03-11,2018-03-17
951,2018,11,2018-03-18,2018-03-24
952,2018,12,2018-03-25,2018-03-31
953,2018,13,2018-04-01,2018-04-07
954,2018,14,2018-04-08,2018-04-14
955,2018,15,2018-04-15,2018-04-21
956,2018,16,2018-04-22,2018-04-28
957,2018,17,2018-04-29,2018-05-05
958,2018,18,2018-05-06,2018-05-12
959,2018,19,2018-05-13,2018-05-19
960,2018,20,2018-05-20,2018-05-26
961,2018,21,2018-05-27,2018-06-02
962,2018,22,2018-06-03,2018-06-09
963,2018,23,2018-06-10,2018-06-16
964,2018,24,2018-06-17,2018-06-23
965,2018,25,2018-06-24,2018-06-30
966,2018,26,2018-07-01,2018-07-07
967,2018,27,2018-07-08,2018-07-14
968,2018,28,2018-07-15,2018-07-21
969,2018,29,2018-07-22,2018-07-28
970,2018,30,2018-07-29,2018-08-04
971,2018,31,2018-08-05,2018-08-11
972,2018,32,2018-08-12,2018-08-18
973,2018,33,2018-08-19,2018-08-25
974,2018,34,2018-08-26,2018-09-01
975,2018,35,2018-09-02,2018-09-08
976,2018,36,2018-09-09,2018-09-15
977,2018,37,2018-09-16,2018-09-22
978,2018,38,2018-09-23,2018-09-29
979,2018,39,2018-09-30,2018-10-06
980,2018,40,2018-10-07,2018-10-13
981,2018,41,2018-10-14,2018-10-20
982,2018,42,2018-10-21,2018-10-27
983,2018,43,2018-10-28,2018-11-03
984,2018,44,2018-11-04,2018-11-10
985,2018,45,2018-11-11,2018-11-17
986,2018,46,2018-11-18,2018-11-24
987,2018,47,2018-11-25,2018-12-01
988,2018,48,2018-12-02,2018-12-08
989,2018,49,2018-12-09,2018-12-15
990,2018,50,2018-12-16,2018-12-22
991,2018,51,2018-12-23,2018-12-29
992,2018,52,2018-12-30,2019-01-05
993,2019,1,2019-01-06,2019-01-12
994,2019,2,2019-01-13,2019-01-19
995,2019,3,2019-01-20,2019-01-26
996,2019,4,2019-01-27,2019-02-02
997,2019,5,2019-02-03,2019-02-09
998,2019,6,2019-02-10,2019-02-16
999,2019,7,2019-02-17,2019-02-23
1000,2019,8,2019-02-24,2019-03-02
1001,2019,9,2019-03-03,2019-03-09
1002,2019,10,2019-03-10,2019-03-16
1003,2019,11,2019-03-17,2019-03-23
1004,2019,12,2019-03-24,2019-03-30
1005,2019,13,2019-03-31,2019-04-06
1006,2019,14,2019-04-07,2019-04-13
1007,2019,15,2019-04-14,2019-04-20
1008,2019,16,2019-04-21,2019-04-27
1009,2019,17,2019-04-28,2019-05-04
1010,2019,18,2019-05-05,2019-05-11
1011,2019,19,2019-05-12,2019-05-18
1012,2019,20,2019-05-19,2019-05-25
1013,2019,21,2019-05-26,2019-06-01
1014,2019,22,2019-06-02,2019-06-08
1015,2019,23,2019-06-09,2019-06-15
1016,2019,24,2019-06-16,2019-06-22
1017,2019,25,2019-06-23,2019-06-29
1018,2019,26,2019-06-30,2019-07-06
1019,2019,27,2019-07-07,2019-07-13
1020,2019,28,2019-07-14,2019-07-20
1021,2019,29,2019-07-21,2019-07-27
1022,2019,30,2019-07-28,2019-08-03
1023,2019,31,2019-08-04,2019-08-10
1024,2019,32,2019-08-11,2019-08-17
1025,2019,33,2019-08-18,2019-08-24
1026,2019,34,2019-08-25,2019-08-31
1027,2019,35,2019-09-01,2019-09-07
1028,2019,36,2019-09-08,2019-09-14
1029,2019,37,2019-09-15,2019-09-21
1030,2019,38,2019-09-22,2019-09-28
1031,2019,39,2019-09-29,2019-10-05
1032,2019,40,2019-10-06,2019-10-12
1033,2019,41,2019-10-13,2019-10-19
1034,2019,42,2019-10-20,2019-10-26
1035,2019,43,2019-10-27,2019-11-02
1036,2019,44,2019-11-03,2019-11-09
1037,2019,45,2019-11-10,2019-11-16
1038,2019,46,2019-11-17,2019-11-23
1039,2019,47,2019-11-24,2019-11-30
1040,2019,48,2019-12-01,2019-12-07
1041,2019,49,2019-12-08,2019-12-14
1042,2019,50,2019-12-15,2019-12-21
1043,2019,51,2019-12-22,2019-12-28
1044,2019,52,2019-12-29,2020-01-04
1045,2020,1,2020-01-05,2020-01-11
1046,2020,2,2020-01-12,2020-01-18
1047,2020,3,2020-01-19,2020-01-25
1048,2020,4,2020-01-26,2020-02-01
1049,2020,5,2020-02-02,2020-02-08
1050,2020,6,2020-02-09,2020-02-15
1051,2020,7,2020-02-16,2020-02-22
1052,2020,8,2020-02-23,2020-02-29
1053,2020,9,2020-03-01,2020-03-07
1054,2020,10,2020-03-08,2020-03-14
1055,2020,11,2020-03-15,2020-03-21
1056,2020,12,2020-03-22,2020-03-28
1057,2020,13,2020-03-29,2020-04-04
1058,2020,14,2020-04-05,2020-04-11
1059,2020,15,2020-04-12,2020-04-18
1060,2020,16,2020-04-19,2020-04-25
1061,2020,17,2020-04-26,2020-05-02
1062,2020,18,2020-05-03,2020-05-09
1063,2020,19,2020-05-10,2020-05-16
1064,2020,20,2020-05-17,2020-05-23
1065,2020,21,2020-05-24,2020-05-30
1066,2020,22,2020-05-31,2020-06-06
1067,2020,23,2020-06-07,2020-06-13
1068,2020,24,2020-06-14,2020-06-20
1069,2020,25,2020-06-21,2020-06-27
1070,2020,26,2020-06-28,2020-07-04
1071,2020,27,2020-07-05,2020-07-11
1072,2020,28,2020-07-12,2020-07-18
1073,2020,29,2020-07-19,2020-07-25
1074,2020,30,2020-07-26,2020-08-01
1075,2020,31,2020-08-02,2020-08-08
1076,2020,32,2020-08-09,2020-08-15
1077,2020,33,2020-08-16,2020-08-22
1078,2020,34,2020-08-23,2020-08-29
1079,2020,35,2020-08-30,2020-09-05
1080,2020,36,2020-09-06,2020-09-12
1081,2020,37,2020-09-13,2020-09-19
1082,2020,38,2020-09-20,2020-09-26
1083,2020,39,2020-09-27,2020-10-03
1084,2020,40,2020-10-04,2020-10-10
1085,2020,41,2020-10-11,2020-10-17
1086,2020,42,2020-10-18,2020-10-24
1087,2020,43,2020-10-25,2020-10-31
1088,2020,44,2020-11-01,2020-11-07
1089,2020,45,2020-11-08,2020-11-14
1090,2020,46,2020-11-15,2020-11-21
1091,2020,47,2020-11-22,2020-11-28
1092,2020,48,2020-11-29,2020-12-05
1093,2020,49,2020-12-06,2020-12-12
1094,2020,50,2020-12-13,2020-12-19
1095,2020,51,2020-12-20,2020-12-26
1096,2020,52,2020-12-27,2021-01-02
1097,2021,1,2021-01-03,2021-01-09
1098,2021,2,2021-01-10,2021-01-16
1099,2021,3,2021-01-17,2021-01-23
1100,2021,4,2021-01-24,2021-01-30
1101,2021,5,2021-01-31,2021-02-06
1102,2021,6,2021-02-07,2021-02-13
1103,2021,7,2021-02-14,2021-02-20
1104,2021,8,2021-02-21,2021-02-27
1105,2021,9,2021-02-28,2021-03-06
1106,2021,10,2021-03-07,2021-03-13
1107,2021,11,2021-03-14,2021-03-20
1108,2021,12,2021-03-21,2021-03-27
1109,2021,13,2021-03-28,2021-04-03
1110,2021,14,2021-04-04,2021-04-10
1111,2021,15,2021-04-11,2021-04-17
1112,2021,16,2021-04-18,2021-04-24
1113,2021,17,2021-04-25,2021-05-01
1114,2021,18,2021-05-02,2021-05-08
1115,2021,19,2021-05-09,2021-05-15
1116,2021,20,2021-05-16,2021-05-22
1117,2021,21,2021-05-23,2021-05-29
1118,2021,22,2021-05-30,2021-06-05
1119,2021,23,2021-06-06,2021-06-12
1120,2021,24,2021-06-13,2021-06-19
1121,2021,25,2021-06-20,2021-06-26
1122,2021,26,2021-06-27,2021-07-03
1123,2021,27,2021-07-04,2021-07-10
1124,2021,28,2021-07-11,2021-07-17
1125,2021,29,2021-07-18,2021-07-24
1126,2021,30,2021-07-25,2021-07-31
1127,2021,31,2021-08-01,2021-08-07
1128,2021,32,2021-08-08,2021-08-14
1129,2021,33,2021-08-15,2021-08-21
1130,2021,34,2021-08-22,2021-08-28
1131,2021,35,2021-08-29,2021-09-04
1132,2021,36,2021-09-05,2021-09-11
1133,2021,37,2021-09-12,2021-09-18
1134,2021,38,2021-09-19,2021-09-25
1135,2021,39,2021-09-26,2021-10-02
1136,2021,40,2021-10-03,2021-10-09
1137,2021,41,2021-10-10,2021-10-16
1138,2021,42,2021-10-17,2021-10-23
1139,2021,43,2021-10-24,2021-10-30
1140,2021,44,2021-10-31,2021-11-06
1141,2021,45,2021-11-07,2021-11-13
1142,2021,46,2021-11-14,2021-11-20
1143,2021,47,2021-11-21,2021-11-27
1144,2021,48,2021-11-28,2021-12-04
1145,2021,49,2021-12-05,2021-12-11
1146,2021,50,2021-12-12,2021-12-18
1147,2021,51,2021-12-19,2021-12-25
1148,2021,52,2021-12-26,2022-01-01
1149,2022,1,2022-01-02,2022-01-08
1150,2022,2,2022-01-09,2022-01-15
1151,2022,3,2022-01-16,2022-01-22
1152,2022,4,2022-01-23,2022-01-29
1153,2022,5,2022-01-30,2022-02-05
1154,2022,6,2022-02-06,2022-02-12
1155,2022,7,2022-02-13,2022-02-19
1156,2022,8,2022-02-20,2022-02-26
1157,2022,9,2022-02-27,2022-03-05
1158,2022,10,2022-03-06,2022-03-12
1159,2022,11,2022-03-13,2022-03-19
1160,2022,12,2022-03-20,2022-03-26
1161,2022,13,2022-03-27,2022-04-02
1162,2022,14,2022-04-03,2022-04-09
1163,2022,15,2022-04-10,2022-04-16
1164,2022,16,2022-04-17,2022-04-23
1165,2022,17,2022-04-24,2022-04-30
1166,2022,18,2022-05-01,2022-05-07
1167,2022,19,2022-05-08,2022-05-14
1168,2022,20,2022-05-15,2022-05-21
1169,2022,21,2022-05-22,2022-05-28
1170,2022,22,2022-05-29,2022-06-04
1171,2022,23,2022-06-05,2022-06-11
1172,2022,24,2022-06-12,2022-06-18
1173,2022,25,2022-06-19,2022-06-25
1174,2022,26,2022-06-26,2022-07-02
1175,2022,27,2022-07-03,2022-07-09
1176,2022,28,2022-07-10,2022-07-16
1177,2022,29,2022-07-17,2022-07-23
1178,2022,30,2022-07-24,2022-07-30
1179,2022,31,2022-07-31,2022-08-06
1180,2022,32,2022-08-07,2022-08-13
1181,2022,33,2022-08-14,2022-08-20
1182,2022,34,2022-08-21,2022-08-27
1183,2022,35,2022-08-28,2022-09-03
1184,2022,36,2022-09-04,2022-09-10
1185,2022,37,2022-09-11,2022-09-17
1186,2022,38,2022-09-18,2022-09-24
1187,2022,39,2022-09-25,2022-10-01
1188,2022,40,2022-10-02,2022-10-08
1189,2022,41,2022-10-09,2022-10-15
1190,2022,42,2022-10-16,2022-10-22
1191,2022,43,2022-10-23,2022-10-29
1192,2022,44,2022-10-30,2022-11-05
1193,2022,45,2022-11-06,2022-11-12
1194,2022,46,2022-11-13,2022-11-19
1195,2022,47,2022-11-20,2022-11-26
1196,2022,48,2022-11-27,2022-12-03
1197,2022,49,2022-12-04,2022-12-10
1198,2022,50,2022-12-11,2022-12-17
1199,2022,51,2022-12-18,2022-12-24
1200,2022,52,2022-12-25,2022-12-31
1201,2023,1,2023-01-01,2023-01-07
1202,2023,2,2023-01-08,2023-01-14
1203,2023,3,2023-01-15,2023-01-21
1204,2023,4,2023-01-22,2023-01-28
1205,2023,5,2023-01-29,2023-02-04
1206,2023,6,2023-02-05,2023-02-11
1207,2023,7,2023-02-12,2023-02-18
1208,2023,8,2023-02-19,2023-02-25
1209,2023,9,2023-02-26,2023-03-04
1210,2023,10,2023-03-05,2023-03-11
1211,2023,11,2023-03-12,2023-03-18
1212,2023,12,2023-03-19,2023-03-25
1213,2023,13,2023-03-26,2023-04-01
1214,2023,14,2023-04-02,2023-04-08
1215,2023,15,2023-04-09,2023-04-15
1216,2023,16,2023-04-16,2023-04-22
1217,2023,17,2023-04-23,2023-04-29
1218,2023,18,2023-04-30,2023-05-06
1219,2023,19,2023-05-07,2023-05-13
1220,2023,20,2023-05-14,2023-05-20
1221,2023,21,2023-05-21,2023-05-27
1222,2023,22,2023-05-28,2023-06-03
1223,2023,23,2023-06-04,2023-06-10
1224,2023,24,2023-06-11,2023-06-17
1225,2023,25,2023-06-18,2023-06-24
1226,2023,26,2023-06-25,2023-07-01
1227,2023,27,2023-07-02,2023-07-08
1228,2023,28,2023-07-09,2023-07-15
1229,2023,29,2023-07-16,2023-07-22
1230,2023,30,2023-07-23,2023-07-29
1231,2023,31,2023-07-30,2023-08-05
1232,2023,32,2023-08-06,2023-08-12
1233,2023,33,2023-08-13,2023-08-19
1234,2023,34,2023-08-20,2023-08-26
1235,2023,35,2023-08-27,2023-09-02
1236,2023,36,2023-09-03,2023-09-09
1237,2023,37,2023-09-10,2023-09-16
1238,2023,38,2023-09-17,2023-09-23
1239,2023,39,2023-09-24,2023-09-30
1240,2023,40,2023-10-01,2023-10-07
1241,2023,41,2023-10-08,2023-10-14
1242,2023,42,2023-10-15,2023-10-21
1243,2023,43,2023-10-22,2023-10-28
1244,2023,44,2023-10-29,2023-11-04
1245,2023,45,2023-11-05,2023-11-11
1246,2023,46,2023-11-12,2023-11-18
1247,2023,47,2023-11-19,2023-11-25
1248,2023,48,2023-11-26,2023-12-02
1249,2023,49,2023-12-03,2023-12-09
1250,2023,50,2023-12-10,2023-12-16
1251,2023,51,2023-12-17,2023-12-23
1252,2023,52,2023-12-24,2023-12-30
1253,2023,53,2023-12-31,2024-01-06
1254,2024,1,2024-01-07,2024-01-13
1255,2024,2,2024-01-14,2024-01-20
1256,2024,3,2024-01-21,2024-01-27
1257,2024,4,2024-01-28,2024-02-03
1258,2024,5,2024-02-04,2024-02-10
1259,2024,6,2024-02-11,2024-02-17
1260,2024,7,2024-02-18,2024-02-24
1261,2024,8,2024-02-25,2024-03-02
1262,2024,9,2024-03-03,2024-03-09
1263,2024,10,2024-03-10,2024-03-16
1264,2024,11,2024-03-17,2024-03-23
1265,2024,12,2024-03-24,2024-03-30
1266,2024,13,2024-03-31,2024-04-06
1267,2024,14,2024-04-07,2024-04-13
1268,2024,15,2024-04-14,2024-04-20
1269,2024,16,2024-04-21,2024-04-27
1270,2024,17,2024-04-28,2024-05-04
1271,2024,18,2024-05-05,2024-05-11
1272,2024,19,2024-05-12,2024-05-18
1273,2024,20,2024-05-19,2024-05-25
1274,2024,21,2024-05-26,2024-06-01
1275,2024,22,2024-06-02,2024-06-08
1276,2024,23,2024-06-09,2024-06-15
1277,2024,24,2024-06-16,2024-06-22
1278,2024,25,2024-06-23,2024-06-29
1279,2024,26,2024-06-30,2024-07-06
1280,2024,27,2024-07-07,2024-07-13
1281,2024,28,2024-07-14,2024-07-20
1282,2024,29,2024-07-21,2024-07-27
1283,2024,30,2024-07-28,2024-08-03
1284,2024,31,2024-08-04,2024-08-10
1285,2024,32,2024-08-11,2024-08-17
1286,2024,33,2024-08-18,2024-08-24
1287,2024,34,2024-08-25,2024-08-31
1288,2024,35,2024-09-01,2024-09-07
1289,2024,36,2024-09-08,2024-09-14
1290,2024,37,2024-09-15,2024-09-21
1291,2024,38,2024-09-22,2024-09-28
1292,2024,39,2024-09-29,2024-10-05
1293,2024,40,2024-10-06,2024-10-12
1294,2024,41,2024-10-13,2024-10-19
1295,2024,42,2024-10-20,2024-10-26
1296,2024,43,2024-10-27,2024-11-02
1297,2024,44,2024-11-03,2024-11-09
1298,2024,45,2024-11-10,2024-11-16
1299,2024,46,2024-11-17,2024-11-23
1300,2024,47,2024-11-24,2024-11-30
1301,2024,48,2024-12-01,2024-12-07
1302,2024,49,2024-12-08,2024-12-14
1303,2024,50,2024-12-15,2024-12-21
1304,2024,51,2024-12-22,2024-12-28
1305,2024,52,2024-12-29,2025-01-04
1306,2025,1,2025-01-05,2025-01-11
1307,2025,2,2025-01-12,2025-01-18
1308,2025,3,2025-01-19,2025-01-25
1309,2025,4,2025-01-26,2025-02-01
1310,2025,5,2025-02-02,2025-02-08
1311,2025,6,2025-02-09,2025-02-15
1312,2025,7,2025-02-16,2025-02-22
1313,2025,8,2025-02-23,2025-03-01
1314,2025,9,2025-03-02,2025-03-08
1315,2025,10,2025-03-09,2025-03-15
1316,2025,11,2025-03-16,2025-03-22
1317,2025,12,2025-03-23,2025-03-29
1318,2025,13,2025-03-30,2025-04-05
1319,2025,14,2025-04-06,2025-04-12
1320,2025,15,2025-04-13,2025-04-19
1321,2025,16,2025-04-20,2025-04-26
1322,2025,17,2025-04-27,2025-05-03
1323,2025,18,2025-05-04,2025-05-10
1324,2025,19,2025-05-11,2025-05-17
1325,2025,20,2025-05-18,2025-05-24
1326,2025,21,2025-05-25,2025-05-31
1327,2025,22,2025-06-01,2025-06-07
1328,2025,23,2025-06-08,2025-06-14
1329,2025,24,2025-06-15,2025-06-21
1330,2025,25,2025-06-22,2025-06-28
1331,2025,26,2025-06-29,2025-07-05
1332,2025,27,2025-07-06,2025-07-12
1333,2025,28,2025-07-13,2025-07-19
1334,2025,29,2025-07-20,2025-07-26
1335,2025,30,2025-07-27,2025-08-02
1336,2025,31,2025-08-03,2025-08-09
1337,2025,32,2025-08-10,2025-08-16
1338,2025,33,2025-08-17,2025-08-23
1339,2025,34,2025-08-24,2025-08-30
1340,2025,35,2025-08-31,2025-09-06
1341,2025,36,2025-09-07,2025-09-13
1342,2025,37,2025-09-14,2025-09-20
1343,2025,38,2025-09-21,2025-09-27
1344,2025,39,2025-09-28,2025-10-04
1345,2025,40,2025-10-05,2025-10-11
1346,2025,41,2025-10-12,2025-10-18
1347,2025,42,2025-10-19,2025-10-25
1348,2025,43,2025-10-26,2025-11-01
1349,2025,44,2025-11-02,2025-11-08
1350,2025,45,2025-11-09,2025-11-15
1351,2025,46,2025-11-16,2025-11-22
1352,2025,47,2025-11-23,2025-11-29
1353,2025,48,2025-11-30,2025-12-06
1354,2025,49,2025-12-07,2025-12-13
1355,2025,50,2025-12-14,2025-12-20
1356,2025,51,2025-12-21,2025-12-27
1357,2025,52,2025-12-28,2026-01-03
1358,2026,1,2026-01-04,2026-01-10
1359,2026,2,2026-01-11,2026-01-17
1360,2026,3,2026-01-18,2026-01-24
1361,2026,4,2026-01-25,2026-01-31
1362,2026,5,2026-02-01,2026-02-07
1363,2026,6,2026-02-08,2026-02-14
1364,2026,7,2026-02-15,2026-02-21
1365,2026,8,2026-02-22,2026-02-28
1366,2026,9,2026-03-01,2026-03-07
1367,2026,10,2026-03-08,2026-03-14
1368,2026,11,2026-03-15,2026-03-21
1369,2026,12,2026-03-22,2026-03-28
1370,2026,13,2026-03-29,2026-04-04
1371,2026,14,2026-04-05,2026-04-11
1372,2026,15,2026-04-12,2026-04-18
1373,2026,16,2026-04-19,2026-04-25
1374,2026,17,2026-04-26,2026-05-02
1375,2026,18,2026-05-03,2026-05-09
1376,2026,19,2026-05-10,2026-05-16
1377,2026,20,2026-05-17,2026-05-23
1378,2026,21,2026-05-24,2026-05-30
1379,2026,22,2026-05-31,2026-06-06
1380,2026,23,2026-06-07,2026-06-13
1381,2026,24,2026-06-14,2026-06-20
1382,2026,25,2026-06-21,2026-06-27
1383,2026,26,2026-06-28,2026-07-04
1384,2026,27,2026-07-05,2026-07-11
1385,2026,28,2026-07-12,2026-07-18
1386,2026,29,2026-07-19,2026-07-25
1387,2026,30,2026-07-26,2026-08-01
1388,2026,31,2026-08-02,2026-08-08
1389,2026,32,2026-08-09,2026-08-15
1390,2026,33,2026-08-16,2026-08-22
1391,2026,34,2026-08-23,2026-08-29
1392,2026,35,2026-08-30,2026-09-05
1393,2026,36,2026-09-06,2026-09-12
1394,2026,37,2026-09-13,2026-09-19
1395,2026,38,2026-09-20,2026-09-26
1396,2026,39,2026-09-27,2026-10-03
1397,2026,40,2026-10-04,2026-10-10
1398,2026,41,2026-10-11,2026-10-17
1399,2026,42,2026-10-18,2026-10-24
1400,2026,43,2026-10-25,2026-10-31
1401,2026,44,2026-11-01,2026-11-07
1402,2026,45,2026-11-08,2026-11-14
1403,2026,46,2026-11-15,2026-11-21
1404,2026,47,2026-11-22,2026-11-28
1405,2026,48,2026-11-29,2026-12-05
1406,2026,49,2026-12-06,2026-12-12
1407,2026,50,2026-12-13,2026-12-19
1408,2026,51,2026-12-20,2026-12-26
1409,2026,52,2026-12-27,2027-01-02
